1,2,Komitet Wyborczy Platforma Obywatelska RP,5,KIEŁB,Jacek,KIEŁB,M,Legnica,pracownik administracji,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,6,CZERNOW,Zofia,CZERNOW,K,Jelenia Góra,ekonomista,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,7,RASZKIEWICZ,Ryszard Wincenty,RASZKIEWICZ,M,Złotoryja,przedstawiciel władzy samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,8,KROPIWNICKI,Robert,KROPIWNICKI,M,Legnica,nauczyciel akademicki,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,9,MAĆKAŁA,Tadeusz,MAĆKAŁA,M,Lubin,radca prawny,nie należy do partii politycznej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,10,ŻUCHOWSKA,Wanda,ŻUCHOWSKA,K,Przemków,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,11,SAKOWSKI,Mirosław Antoni,SAKOWSKI,M,Bolesławiec,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,12,BIELIŃSKI,Artur Stanisław,BIELIŃSKI,M,Zgorzelec,przedstawiciel władzy samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,13,MATKOWSKI,Robert,MATKOWSKI,M,Jawor,pracownik administracji samorządowej,nie należy do partii politycznej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,14,MUSIAŁ,Grażyna,MUSIAŁ,K,Jelenia Góra,pracownik administracji samorządowej,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,16,TURENIEC,Mariusz Włodzimierz,TURENIEC,M,Bogatynia,nauczyciel,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,17,KRZEMIŃSKI,Arkadiusz Łukasz,KRZEMIŃSKI,M,Bolesławiec,prawnik,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,18,GRZEŚKÓW,Alicja Teresa,GRZEŚKÓW,K,Kotliska,ekonomista,nie należy do partii politycznej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,19,SZKLARZ,Leszek Jan,SZKLARZ,M,Wrocław,lekarz,nie należy do partii politycznej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,20,SERDEŃ,Mariola,SERDEŃ,K,Borek,nauczyciel,nie należy do partii politycznej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,21,GNIEWCZYŃSKI,Piotr Marek,GNIEWCZYŃSKI,M,Lubań,menadżer,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,22,WOJCIECHOWSKA,Alina Stefania,WOJCIECHOWSKA,K,Mirsk,menedżer handlu detalicznego,nie należy do partii politycznej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,23,HOFFMAN,Renata Izabela,HOFFMAN,K,Polkowice,nauczyciel,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,2,Komitet Wyborczy Platforma Obywatelska RP,24,MAZUR,Rafał Piotr,MAZUR,M,Piechowice,inżynier kierownik projektu,Platforma Obywatelska Rzeczypospolitej Polskiej,,,,,,
1,3,Komitet Wyborczy Partia Razem,1,SURMACZ,Szymon Marcin,SURMACZ,M,Wolimierz,specjalista polityki społecznej,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,2,MARCINKOWSKA,Agnieszka,MARCINKOWSKA,K,Legnica,technik usług kosmetycznych,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,3,CACEK,Damian Paweł,CACEK,M,Lubin,górnik eksploatacji podziemnej,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,4,KUŹNIAR,Daria Bożena,KUŹNIAR,K,Lubań,socjolog,nie należy do partii politycznej,,,,,,
1,3,Komitet Wyborczy Partia Razem,5,PAŚ,Patryk Daniel,PAŚ,M,Zgorzelec,stolarz,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,6,DEMBOWSKA,Katarzyna Bogumiła,DEMBOWSKA,K,Głogów,inżynier budowlany,nie należy do partii politycznej,,,,,,
1,3,Komitet Wyborczy Partia Razem,7,MONKOSA,Wojciech,MONKOSA,M,Legnica,realizator dźwięku,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,8,BIELECKA,Gabriela Alina,BIELECKA,K,Biała,technolog żywności,nie należy do partii politycznej,,,,,,
1,3,Komitet Wyborczy Partia Razem,9,BAJEK,Konrad Grzegorz,BAJEK,M,Wrocław,politolog,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,10,JABŁOŃSKA,Maria,JABŁOŃSKA,K,Chojnów,pielęgniarka,nie należy do partii politycznej,,,,,,
1,3,Komitet Wyborczy Partia Razem,11,MARKOWSKI,Krzysztof,MARKOWSKI,M,Wrocław,pracownik biurowy,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,12,CZABANIUK-BEDNAREK,Ludmiła,CZABANIUK-BEDNAREK,K,Zgorzelec,technik wsparcia IT,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,13,SZCZYTYŃSKI,Tomasz Jarosław,SZCZYTYŃSKI,M,Raszówka,nauczyciel,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,14,PLEBAŃCZYK,Janina,PLEBAŃCZYK,K,Jawor,nauczyciel,nie należy do partii politycznej,,,,,,
1,3,Komitet Wyborczy Partia Razem,15,MAZUR,Jakub Stanisław,MAZUR,M,Głogów,sprzedawca,Partia Razem,,,,,,
1,3,Komitet Wyborczy Partia Razem,16,SZAFRANIEC,Monika,SZAFRANIEC,K,Chrząstawa,krawcowa,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,1,WITCZAK,Klaudia Monika,WITCZAK,K,Bolesławiec,asystent parlamentarny,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,,,,,,
1,4,Komitet Wyborczy KORWiN,2,GWOŹDZIEWICZ,Maciej Jakub,GWOŹDZIEWICZ,M,Jawor,nauczyciel akademicki - nauki techniczne,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,3,STRZELECKI,Bogusław Krzysztof,STRZELECKI,M,Pobiedna,przedsiębiorca,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,4,MATECKI,Iwo Karol,MATECKI,M,Wrocław,kierownik przedsiębiorstwa świadczącego usługi z zakresu marketingu i sprzedaży,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,,,,,,
1,4,Komitet Wyborczy KORWiN,5,GATKOWSKI,Zbigniew,GATKOWSKI,M,Polkowice,bez zawodu - student,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,,,,,,
1,4,Komitet Wyborczy KORWiN,6,KAWALEC,Anna Grażyna,KAWALEC,K,Sławnikowice,sprzedawca,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,7,KUNCIK,Tomasz Andrzej,KUNCIK,M,Przemków,nauczyciel wychowania fizycznego,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,8,KWIATKOWSKA,Małgorzata Maria,KWIATKOWSKA,K,Lubin,prezes,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,9,LUBERACKI,Paweł Kamil,LUBERACKI,M,Legnica,technik ortopeda,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,,,,,,
1,4,Komitet Wyborczy KORWiN,10,ŻABIŃSKI,Bartosz,ŻABIŃSKI,M,Ławszowa,inżynier mechanik - maszyny i urządzenia przemysłowe,KORWiN: Koalicja Odnowy Rzeczypospolitej Wolność i Nadzieja,,,,,,
1,4,Komitet Wyborczy KORWiN,11,RESPONDEK,Anna Maria,RESPONDEK,K,Łaziska,główny księgowy,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,12,SZCZEPAŃSKI,Paweł Marcin,SZCZEPAŃSKI,M,Kowary,przedsiębiorca,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,13,KURYŁO,Mateusz Zbigniew,KURYŁO,M,Lwówek Śląski,barman,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,14,KRAWCZYK,Agnieszka Sylwia,KRAWCZYK,K,Trzmielów,asystentka stomatologiczna,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,15,SEREDYŃSKI,Jacek Marek,SEREDYŃSKI,M,Legnica,kierownik przedsiębiorstwa telekomunikacyjnego,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,16,JABŁOŃSKA,Katarzyna Karina,JABŁOŃSKA,K,Bolesławiec,specjalista do spraw sprzedaży,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,17,BUDZEŃ,Piotr Paweł,BUDZEŃ,M,Chocianów,dziennikarz,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,18,ZATYLNA,Kamila,ZATYLNA,K,Sławnikowice,bez zawodu - studentka,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,19,JANIEC,Andrzej,JANIEC,M,Lipiany,biotechnolog,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,20,KOBIAŁKA,Aurelia Danuta,KOBIAŁKA,K,Lubin,kierownik małego przedsiębiorstwa obsługi biznesu,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,21,ŁYSIAK,Olga,ŁYSIAK,K,Polkowice,kucharz,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,22,ELBL,Tomasz Ryszard,ELBL,M,Piechowice,opiekun medyczny,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,23,PAWLIKOWSKA,Monika Marzanna,PAWLIKOWSKA,K,Bolesławiec,pracownik instytucji pożyczkowej,nie należy do partii politycznej,,,,,,
1,4,Komitet Wyborczy KORWiN,24,BOCHEŃSKI,Stanisław,BOCHEŃSKI,M,Wrocław,przedsiębiorca,nie należy do partii politycznej,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,1,ANTONISZYN-KLIK,Ilona Galia,ANTONISZYN-KLIK,K,Wrocław,wyższy urzędnik państwowy,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,2,SAMBORSKI,Tadeusz,SAMBORSKI,M,Rogów Legnicki,wyższy urzędnik samorządowy,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,3,WIŚNIEWSKI,Krzysztof Andrzej,WIŚNIEWSKI,M,Miłków,fizjoterapeuta,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,4,JASIŃSKI,Andrzej,JASIŃSKI,M,Mirsk,wyższy urzędnik samorządowy,nie należy do partii politycznej,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,5,CIUPAK,Kamil Piotr,CIUPAK,M,Gaworzyce,wyższy urzędnik samorządowy,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,6,GOŁĘBIOWSKA,Wanda Józefa,GOŁĘBIOWSKA,K,Niedaszów,urzędnik samorządowy,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,7,MRÓWKA,Józef Stanisław,MRÓWKA,M,Strzyżowiec,wyższy urzędnik samorządowy,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,8,BOREK,Renata Edyta,BOREK,K,Wietszyce,nauczyciel,nie należy do partii politycznej,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,9,TREFLER,Teresa,TREFLER,K,Henryków Lubański,rolnik,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,10,BETKA,Beata Urszula,BETKA,K,Trzebcz,urzędnik,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,11,BERNACKI,Zenon,BERNACKI,M,Czaple,urzędnik,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,12,OTROCIUK,Barbara,OTROCIUK,K,Bogatynia,przedsiębiorca,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,13,SMOLIŃSKI,Adam Lesław,SMOLIŃSKI,M,Jelenia Góra,urzędnik,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,14,WRONA,Maria,WRONA,K,Cichobórz,rolnik,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,15,TOKARCZUK,Stanisław,TOKARCZUK,M,Lubin,nauczyciel akademicki,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,16,RAK,Zofia,RAK,K,Gryfów Śląski,nauczyciel,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,17,HANOWICZ,Aniela Teresa,HANOWICZ,K,Bolesławiec,nauczyciel,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,18,RUDOLF,Bartosz Antoni,RUDOLF,M,Piechowice,adwokat,nie należy do partii politycznej,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,19,SKAWIŃSKA,Jolanta Ewa,SKAWIŃSKA,K,Stara Kraśnica,przedsiębiorca,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,20,SADOWSKI,Roman Edward,SADOWSKI,M,Bolków,nauczyciel,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,21,MACHO,Andrzej,MACHO,M,Gaiki,inżynier energetyk,Polskie Stronnictwo Ludowe,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,22,KOŁODZIEJ,Agnieszka Mirosława,KOŁODZIEJ,K,Bolesławiec,nauczyciel,nie należy do partii politycznej,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,23,KUNECKI,Grzegorz Bartłomiej,KUNECKI,M,Bolesławiec,informatyk,nie należy do partii politycznej,,,,,,
1,5,Komitet Wyborczy Polskie Stronnictwo Ludowe,24,GRZELAK,Katarzyna Aneta,GRZELAK,K,Zawidów,nauczyciel,Polskie Stronnictwo Ludowe,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,1,ZBRZYZNY,Ryszard,ZBRZYZNY,M,Osiek,ekonomista,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,2,SEKUŁA-SZMAJDZIŃSKA,Małgorzata Helena,SEKUŁA-SZMAJDZIŃSKA,K,Warszawa,adwokat,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,3,WOŹNIAK,Monika Małgorzata,WOŹNIAK,K,Legnica,politolog,Twój Ruch,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,4,DOBOSZ,Dariusz Robert,DOBOSZ,M,Złotoryja,technik mechanik,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,5,HOŁOWNIA,Jeremi Adam,HOŁOWNIA,M,Głogów,inżynier elektryk,Unia Pracy,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,6,JANIEC,Alicja Jadwiga,JANIEC,K,Bolesławiec,ekonomista,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7,WOŹNIAK,Waldemar,WOŹNIAK,M,Zgorzelec,nauczyciel,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,8,KOKO,Daniel Radosław,KOKO,M,Ubocze,fizjoterapeuta,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,9,JĘDRASZKO,Janusz,JĘDRASZKO,M,Jelenia Góra,biolog,Twój Ruch,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,10,BACZMAŃSKI,Paweł Adam,BACZMAŃSKI,M,Bolków,strażak,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,11,MARTIN,Halina,MARTIN,K,Polkowice,pracownik administracyjny,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,12,DYCZKOWSKI,Jarosław Jacek,DYCZKOWSKI,M,Kamienna Góra,inżynier sanitarny,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,13,WOJTKIEWICZ,Arkadiusz Adam,WOJTKIEWICZ,M,Jelenia Góra,ekonomista,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,14,SOBOŃ,Marcin,SOBOŃ,M,Jelenia Góra,politolog,Sojusz Lewicy Demokratycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,15,SADOWSKA,Brygida,SADOWSKA,K,Gdańsk,ekonomista,Twój Ruch,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,16,BIAŁEK,Joanna Renata,BIAŁEK,K,Głogów,pedagog resocjalizacji,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,17,OWOC,Tadeusz Henryk,OWOC,M,Zgorzelec,frezer,Unia Pracy,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,18,CHAJEC,Alicja Olimpia,CHAJEC,K,Jelenia Góra,pracownik administracyjny,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,19,PANKIEWICZ,Józef,PANKIEWICZ,M,Lubin,nauczyciel,Twój Ruch,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,20,STĄSIEK,Andrzej Jerzy,STĄSIEK,M,Warszawa,nauczyciel akademicki,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,21,KAMIŃSKA,Irena,KAMIŃSKA,K,Wrocław,technolog żywności,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,22,STANKIEWICZ,Agnieszka Paulina,STANKIEWICZ,K,Legnica,ekonomista,nie należy do partii politycznej,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,23,SŁOWIK,Jerzy Zbigniew,SŁOWIK,M,Legnica,politolog,Twój Ruch,,,,,,
1,6,Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,24,PACZÓSKI,Piotr Jerzy,PACZÓSKI,M,Jelenia Góra,ekonomista,Sojusz Lewicy Demokratycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,1,WINNICKI,Robert Artur,WINNICKI,M,Zgorzelec,publicysta,Ruch Narodowy,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,2,KRÓLAK,Marcin Stanisław,KRÓLAK,M,Lubin,górnik,nie należy do partii politycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,3,GUTEK,Ewa Danuta,GUTEK,K,Lubań,pielęgniarka,nie należy do partii politycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,4,DETYNA,Krzysztof,DETYNA,M,Jawor,technolog przetwórstwa mięsa,nie należy do partii politycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,5,WILK,Paweł Mirosław,WILK,M,Jelenia Góra,przedsiębiorca budowlany,nie należy do partii politycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,6,MAZUR,Aneta,MAZUR,K,Zgorzelec,prawnik,nie należy do partii politycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,7,MICHALCZYK,Piotr Remigiusz,MICHALCZYK,M,Winnica,menadżer produktu,nie należy do partii politycznej,,,,,,
1,7,Komitet Wyborczy Wyborców „Kukiz'15”,8,STĘPNIAK,Magdalena Dominika,STĘPNIAK,K,Legnica,witrażysta,nie należy do partii politycznej,,,,,,
